property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_to_room_ratio
flat,ss the leaf,sector 85,1.58,7715.0,3,4,3,8.0,Relatively New,2227.0,0,1,0,0,0,0,159,682.6666666666666
flat,orris aster court premier,sector 85,1.25,5896.0,3,4,2,6.0,Relatively New,1616.0,0,1,0,0,0,1,49,706.6666666666666
flat,signature global city 92,sector 92,0.78,11143.0,2,2,3,2.0,Under Construction,846.0,0,0,0,0,1,0,24,350.0
flat,sare crescent parc,sector 92,0.65,4597.0,3,3,3,3.0,Moderately Old,1571.0,0,0,0,0,0,0,44,471.3333333333333
flat,experion windchants,sector 112,5.31,11205.0,4,6,3+,15.0,Relatively New,3573.33,0,1,0,1,0,0,72,1184.75
flat,tata primanti,sector 72,4.1,14099.0,4,5,3+,39.0,New Property,2629.0,0,1,0,0,1,0,103,727.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10370.0,2,2,3,7.0,Relatively New,1100.0,0,0,0,0,0,1,49,607.5
flat,paras quartier,gwal pahari,5.9,11028.0,4,4,3+,0.0,Moderately Old,5350.0,0,0,0,0,0,0,63,1337.5
flat,ansal sushant lok ci,sector 43,2.0,15152.0,3,3,2,1.0,Old Property,1467.0,0,1,0,0,0,2,15,440.0
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,3+,9.0,Relatively New,1548.0,0,0,0,0,1,1,167,643.0
house,independent,sector 49,4.5,15625.0,8,8,3,3.0,Moderately Old,2880.0,1,1,1,1,0,2,151,360.0
flat,hcbs sports ville,sohna road,0.24,7407.0,1,1,2,1.0,New Property,360.0,0,0,0,0,0,0,68,324.0
flat,imperia aashiyara,sector 37,0.4,5882.0,2,2,3,3.0,Under Construction,756.0,0,0,0,0,0,0,126,340.0
house,independent,sector 36,0.66,7166.0,2,2,3,4.0,New Property,823.0,0,0,0,0,0,0,0,460.5
flat,conscient elevate,sector 59,3.9,16993.0,3,1,0,0.0,Under Construction,2295.0,0,0,0,0,0,0,0,765.0
flat,aipl club residences,sector 70a,0.85,9140.0,2,2,2,5.0,Relatively New,842.0,0,0,0,0,0,1,45,465.0
flat,pivotal devaan,sector 84,0.35,7277.0,2,2,1,10.0,Relatively New,531.0,0,0,1,0,0,0,103,240.5
flat,the lions cghs,sector 56,1.99,11056.0,4,4,3+,4.0,Old Property,2000.0,0,0,0,1,1,1,105,450.0
flat,supertech araville,sector 79,0.71,6063.0,2,2,3+,17.0,New Property,1280.0,0,0,0,0,1,0,53,585.5
flat,godrej summit,sector 104,0.85,5878.0,2,2,3+,10.0,Relatively New,1269.0,1,0,0,0,0,0,79,723.0
house,independent,sector 7,6.5,15046.0,3,2,3+,2.0,Old Property,4320.0,0,0,0,0,0,0,9,1440.0
flat,aipl joy square,sector 63a,0.7,10101.0,1,1,0,7.0,Under Construction,693.0,0,0,0,0,0,0,0,693.0
house,ss hibiscus,sector 50,12.25,20940.0,5,7,3+,1.0,Relatively New,5850.0,1,1,0,1,1,1,160,1170.0
flat,m3m sky lofts,sector 71,1.0,11494.0,1,1,1,9.0,Moderately Old,869.0,0,0,0,0,0,0,77,870.0
flat,m3m urbana,sector 67,0.95,10894.0,1,1,1,17.0,Relatively New,826.0,0,0,0,0,0,0,49,872.0
house,independent,sector 15,1.07,11889.0,2,2,1,1.0,Old Property,900.0,0,1,0,0,0,0,7,450.0
flat,pyramid urban homes 2,sector 86,0.5,9615.0,2,2,1,10.0,Relatively New,578.0,0,0,0,0,0,0,15,260.0
flat,eldeco accolade,sohna road,1.35,6136.0,3,3,3,2.0,New Property,2444.0,0,1,0,0,0,0,72,733.3333333333334
flat,dlf the crest,sector 54,11.0,35484.0,4,5,3+,7.0,Relatively New,3444.0,1,1,0,1,0,0,49,775.0
flat,adani brahma samsara vilasa,sector 63,3.0,16667.0,3,3,3,3.0,New Property,2000.0,0,0,0,0,0,0,24,600.0
flat,shree vardhman victoria,sector 70,1.55,7949.0,3,5,3,8.0,Relatively New,1527.0,0,1,0,0,0,0,174,650.0
flat,ats triumph,sector 104,1.75,7642.0,3,4,3+,11.0,Relatively New,2072.0,0,1,0,0,0,0,110,763.3333333333334
house,independent,sector 10,4.25,17955.0,4,3,2,1.0,Old Property,2367.0,0,0,0,0,0,0,0,591.75
flat,pooja apartment,sector 5,0.25,3571.0,2,2,2,2.0,Relatively New,778.0,0,0,0,0,0,0,0,350.0
flat,godrej aria,sector 79,1.95,8519.0,3,4,3+,10.0,New Property,1659.0,0,1,0,0,0,0,32,763.0
flat,parsvnath green ville,sector 48,3.3,9985.0,5,5,3+,4.0,Old Property,3305.0,0,1,0,0,0,0,71,661.0
flat,mittal cosmos executive apartments,sector 2,0.75,6550.0,2,2,2,15.0,Old Property,1100.0,0,0,0,0,0,1,42,572.5
flat,ramprastha the edge towers,sector 37d,1.1,5528.0,3,3,3,9.0,Relatively New,1990.0,0,0,0,0,0,0,63,663.3333333333334
flat,shree vardhman victoria,sector 70,1.6,8205.0,3,5,3,6.0,Relatively New,1527.0,0,1,0,0,0,0,108,650.0
house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,31.5,35000.0,7,9,3+,3.0,Moderately Old,9000.0,1,1,1,1,0,2,74,1285.7142857142858
flat,m3m woodshire,sector 107,0.9,5867.0,2,2,3,8.0,Relatively New,1281.0,1,0,0,0,0,1,74,767.0
flat,bptp terra,sector 37d,1.78,8124.0,4,3,3,10.0,Relatively New,1983.0,0,1,0,0,0,0,127,547.75
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,3,3,3,1.0,Relatively New,1531.0,0,0,0,0,0,0,141,564.0
flat,capital residences 360,sector 70a,1.69,8553.0,3,3,3+,8.0,New Property,1900.0,0,1,0,0,0,0,165,658.6666666666666
flat,m3m merlin,sector 67,3.39,14377.0,3,4,3,14.0,Relatively New,2100.0,0,1,0,0,0,1,26,786.0
flat,adani aangan galleria,sector 89,0.42,4941.0,2,2,2,3.0,Relatively New,769.0,0,0,0,0,0,0,0,425.0
flat,conscient heritage max,sector 102,1.78,9218.0,3,4,3+,5.0,Moderately Old,1748.0,0,1,0,0,0,0,125,643.6666666666666
flat,mvn athens,sohna road,0.25,4259.0,2,2,1,0.0,Relatively New,587.0,0,0,0,0,0,0,38,293.5
flat,paras dews,sector 106,1.25,7102.0,3,4,3+,5.0,Relatively New,1186.0,0,1,0,0,0,0,165,586.6666666666666
flat,sbtl caladium,sector 109,1.26,6542.0,3,2,3,8.0,Relatively New,1701.0,0,0,0,0,0,0,103,642.0
flat,new sathi apartments,sector 54,1.59,7067.0,3,3,3+,3.0,Moderately Old,2250.0,1,0,0,0,0,1,127,750.0
flat,emaar palm gardens,sector 83,1.8,9474.0,3,4,3,4.0,Relatively New,1551.0,1,1,1,1,0,1,174,633.3333333333334
house,independent,sector 14,6.46,18889.0,5,5,2,3.0,Moderately Old,3420.0,1,1,0,1,0,1,27,684.0
flat,godrej aria,sector 79,1.3,8844.0,2,2,2,7.0,Relatively New,1330.0,1,0,0,0,0,1,116,735.0
flat,ss almeria,sector 84,1.5,7500.0,3,3,3,2.0,New Property,1849.0,0,1,0,0,0,0,108,666.6666666666666
flat,birla navya,sector 63a,2.2,17488.0,2,3,3+,4.0,Under Construction,997.0,0,0,0,0,0,0,60,629.0
flat,pyramid urban,sector 67a,0.6,8571.0,2,2,2,14.0,New Property,633.0,0,0,0,0,0,0,15,350.0
flat,ireo the grand arch,sector 58,3.8,17560.0,3,4,1,19.0,Moderately Old,2164.0,0,1,0,0,0,1,167,721.3333333333334
flat,unitech vistas,sector 70,0.99,6326.0,3,4,2,11.0,Under Construction,1416.0,0,0,0,0,0,0,0,521.6666666666666
flat,mapsko mount ville,sector 79,1.3,8025.0,3,3,2,6.0,Relatively New,1215.0,1,0,0,1,0,0,151,540.0
flat,orchid island,sector 51,0.71,7889.0,2,2,1,4.0,Relatively New,1007.0,0,0,0,0,0,0,23,450.0
flat,ramprastha the edge towers,sector 37d,1.0,5650.0,3,3,3+,13.0,Moderately Old,1602.0,0,0,0,0,0,0,38,590.0
flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,4.0,New Property,1278.0,1,0,0,0,1,0,29,575.0
flat,godrej oasis,sector 88a,1.29,7799.0,3,3,3,5.0,New Property,1642.0,1,0,0,0,1,0,65,551.3333333333334
flat,supertech hues,sector 68,1.0,8475.0,2,2,2,12.0,New Property,1311.0,0,0,0,0,0,0,54,590.0
house,independent,sector 8,0.82,10224.0,4,4,0,2.0,Moderately Old,891.0,0,0,0,0,0,0,0,200.5
flat,puri emerald bay,sector 104,2.45,10000.0,3,4,3+,14.0,Relatively New,2131.0,0,1,0,0,0,1,56,816.6666666666666
flat,emaar palm gardens,sector 83,1.76,9263.0,3,3,3,6.0,Relatively New,1500.0,0,1,0,0,0,1,165,633.3333333333334
flat,m3m skywalk,sector 74,1.6,11380.0,2,2,2,28.0,New Property,1272.0,0,0,0,0,0,0,15,703.0
flat,raheja atharva,sector 109,0.79,7932.0,3,2,2,3.0,Relatively New,1213.0,0,0,0,0,0,1,44,332.0
flat,ansal heights 86,sector 86,1.3,4666.0,4,6,2,11.0,New Property,2521.0,0,1,0,0,1,0,86,696.5
flat,m3m skywalk,sector 74,2.25,12500.0,3,3,3,5.0,Relatively New,1900.0,1,0,0,0,0,0,174,600.0
flat,signature global park,sohna road,0.65,7295.0,2,2,3,1.0,New Property,822.0,0,0,0,0,0,0,58,445.5
flat,vipul lavanya,sector 81,0.75,5967.0,2,2,2,7.0,Moderately Old,1397.0,0,0,0,0,0,0,37,628.5
flat,tulip violet,sector 69,3.1,9823.0,4,6,3+,14.0,Relatively New,2817.0,0,1,0,1,0,0,174,789.0
flat,tata primanti,sector 72,4.1,13726.0,3,3,3,8.0,Moderately Old,2308.0,0,1,0,0,0,0,38,995.6666666666666
flat,emaar imperial gardens,sector 102,1.98,9900.0,3,3,3+,9.0,Relatively New,2222.0,0,1,0,0,0,1,72,666.6666666666666
flat,m3m heights,sector 65,2.44,13297.0,3,3,2,7.0,Under Construction,1654.0,0,0,0,0,0,0,31,611.6666666666666
flat,allure homes,sector 12,0.72,7273.0,2,2,1,2.0,Relatively New,1100.0,0,0,0,0,1,1,16,495.0
flat,emaar mgf the palm drive,sector 66,2.99,14950.0,3,3,3,7.0,Relatively New,2000.0,0,1,0,0,0,1,49,666.6666666666666
flat,bptp terra,sector 37d,1.49,8107.0,3,3,3,20.0,Relatively New,1707.0,0,0,0,0,1,0,49,612.6666666666666
flat,tulip purple,sector 69,2.6,10833.0,4,4,3+,4.0,Moderately Old,2172.0,0,1,0,0,0,0,37,600.0
flat,emaar mgf emerald floors premier,sector 65,2.0,12121.0,3,3,3,1.0,Relatively New,1833.0,0,1,0,0,0,1,124,550.0
house,ardee city,sector 52,5.5,20370.0,9,9,3+,3.0,Moderately Old,2700.0,0,1,0,1,1,1,26,300.0
flat,millenia,sector 37,0.4,6667.0,2,2,2,4.0,New Property,667.0,0,0,0,0,0,0,29,300.0
flat,shree vardhman flora,sector 90,0.92,4718.0,3,3,2,6.0,Relatively New,2167.0,1,0,0,0,0,1,49,650.0
flat,suncity vatsal valley,gwal pahari,1.53,10699.0,3,3,3,2.0,New Property,1589.0,0,0,0,0,0,1,117,476.6666666666667
flat,paras dews,sector 106,0.88,6354.0,2,2,3+,3.0,Relatively New,1120.0,0,0,0,0,0,0,49,692.5
flat,bptp amstoria,sector 102,1.9,8444.0,3,3,3+,1.0,Relatively New,2500.0,0,1,0,0,0,0,174,750.0
house,independent,sector 46,5.65,23870.0,8,6,3+,3.0,Moderately Old,2367.0,0,1,0,0,0,1,67,295.875
flat,signature global orchard avenue,sector 93,0.4,5479.0,2,2,0,0.0,Relatively New,730.0,0,0,0,0,0,0,0,365.0
house,independent,sector 24,5.25,38889.0,4,4,3+,2.0,Relatively New,1350.0,0,1,0,1,0,1,72,337.5
flat,ireo victory valley,sector 67,3.05,16267.0,3,4,2,35.0,Relatively New,2200.0,1,1,0,0,0,1,165,625.0
flat,m3m skywalk,sector 74,1.6,9512.0,2,2,2,26.0,Relatively New,1508.0,0,0,0,0,0,1,158,841.0
house,independent,sector 54,3.51,12342.0,4,4,3,4.0,New Property,2844.0,0,1,0,0,0,0,73,711.0
flat,godrej aria,sector 79,1.1,11482.0,2,2,3,9.0,New Property,81.0,0,0,0,0,0,0,62,479.0
flat,m3m woodshire,sector 107,1.02,6649.0,2,2,3,6.0,Relatively New,1388.0,1,0,0,0,0,0,112,767.0
flat,bestech park view ananda,sector 81,0.95,6985.0,2,2,2,14.0,Relatively New,1260.0,0,0,0,0,0,1,165,680.0
flat,signature global park,sohna road,0.55,6691.0,2,2,3,3.0,Relatively New,913.0,0,0,0,0,0,0,58,411.0
flat,smart world gems,sector 89,1.25,8784.0,3,3,3,2.0,Under Construction,1288.0,0,0,0,1,0,0,12,474.3333333333333
house,independent,sector 4,0.92,15257.0,4,4,3,4.0,Moderately Old,603.0,0,0,0,0,1,0,0,150.75
flat,shree vardhman flora,sector 90,0.65,4815.0,2,2,3,3.0,Relatively New,1222.0,1,0,0,0,0,0,106,675.0
flat,shree arihant apartment,sector 54,1.5,8108.0,3,3,3+,4.0,Moderately Old,1700.0,0,0,0,1,0,1,75,616.6666666666666
flat,hcbs sports ville,sohna road,0.22,3143.0,1,1,1,1.0,New Property,778.0,0,0,0,0,0,0,86,700.0
flat,godrej summit,sector 104,0.82,9856.0,2,2,3,12.0,Relatively New,86.0,1,0,0,0,0,0,120,416.0
flat,ats kocoon,sector 109,2.95,10351.0,4,4,3+,7.0,Relatively New,3150.0,0,1,1,0,0,1,158,712.5
flat,ansal heights 86,sector 86,0.87,5367.0,2,2,1,12.0,New Property,1231.0,0,0,0,0,1,1,45,810.5
flat,emaar mgf emerald floors premier,sector 65,2.3,13939.0,3,4,3,3.0,Relatively New,1833.0,1,1,1,1,0,2,174,550.0
flat,m3m heights,sector 65,2.33,18477.0,2,2,3,35.0,Under Construction,1141.0,0,0,0,0,0,1,49,630.5
flat,ats tourmaline,sector 109,1.75,8140.0,3,4,3+,9.0,Relatively New,1946.0,0,1,0,0,0,0,94,716.6666666666666
flat,emaar gurgaon greens,sector 102,1.39,8424.0,3,3,3,7.0,Relatively New,1493.0,0,1,0,0,0,1,21,550.0
flat,valley view estate,gwal pahari,0.38,6090.0,1,1,1,11.0,Moderately Old,565.0,0,0,0,0,0,0,42,624.0
flat,signature global park,sohna road,0.78,6446.0,3,3,3,3.0,Relatively New,1344.0,0,0,0,1,0,0,150,403.3333333333333
flat,dhoot time residency,sector 63,2.2,12813.0,3,4,3+,8.0,Moderately Old,1554.0,1,0,0,0,0,1,61,572.3333333333334
flat,godrej nature plus,sector 33,1.67,10503.0,3,2,2,18.0,Under Construction,1857.0,0,0,0,0,0,0,67,530.0
house,independent,sector 28,12.0,42194.0,4,5,3+,4.0,Relatively New,2844.0,0,1,1,1,0,1,60,711.0
flat,avl 36 gurgaon,sector 36,0.45,9000.0,1,1,1,9.0,Relatively New,452.0,0,0,0,0,0,0,0,500.0
flat,the close north,sector 50,2.35,11358.0,3,3,3,8.0,Moderately Old,1900.0,0,0,0,0,0,1,49,689.6666666666666
flat,parsvnath green ville,sector 48,2.0,7764.0,3,3,0,15.0,Relatively New,1923.0,0,1,0,0,0,0,74,858.6666666666666
flat,valley view estate,gwal pahari,1.5,8278.0,4,4,3+,9.0,Old Property,2013.0,1,1,0,0,1,0,135,453.0
flat,la vida by tata housing,sector 113,1.9,18500.0,3,2,2,10.0,Relatively New,1285.0,0,0,0,1,0,1,174,342.3333333333333
flat,signature global solera,sector 107,0.49,8221.0,2,2,1,8.0,Relatively New,598.0,0,0,0,0,1,2,49,298.0
flat,suncity vatsal valley,gwal pahari,1.45,10140.0,3,3,3,4.0,Under Construction,1430.0,0,0,0,0,0,0,49,476.6666666666667
flat,tulip violet,sector 69,1.43,8888.0,3,3,2,1.0,Relatively New,1305.0,0,0,0,1,0,0,86,536.3333333333334
flat,mapsko mount ville,sector 79,1.4,9396.0,3,3,3,2.0,New Property,1656.0,0,0,0,0,0,1,112,496.6666666666667
flat,krrish provence estate,gwal pahari,5.25,9052.0,4,5,3+,2.0,New Property,5249.0,1,1,0,1,0,0,49,1450.0
flat,tulip violet,sector 69,1.9,9453.0,4,4,2,0.0,Relatively New,1819.0,0,0,0,0,0,0,49,502.5
flat,ats triumph,sector 104,1.75,7642.0,3,4,3+,12.0,Relatively New,2036.0,1,1,0,1,1,1,21,763.3333333333334
house,central park flower valley,sector 33,1.15,9350.0,2,2,3,2.0,Relatively New,1400.0,1,0,0,0,0,1,71,615.0
flat,takshila heights sector 37 c,sector 37,0.67,5583.0,2,2,2,3.0,Relatively New,1086.0,0,0,0,0,0,0,23,600.0
flat,rof ananda,sector 95,0.2,5602.0,1,1,1,2.0,Relatively New,407.0,0,0,0,1,0,0,53,357.0
flat,tulip violet,sector 69,1.68,10072.0,3,3,2,0.0,Relatively New,1510.0,0,0,0,0,0,0,157,556.0
house,dlf city plots phase 2,sector 25,6.3,35000.0,4,4,3+,2.0,Old Property,1800.0,0,1,1,0,0,0,89,450.0
flat,tulip white,sector 69,0.9,6000.0,3,2,3+,1.0,Relatively New,1326.0,0,0,0,0,0,1,149,500.0
flat,mvn athens,sohna road,0.26,5394.0,2,2,1,2.0,Relatively New,535.0,0,0,0,0,0,0,37,241.0
flat,ireo the corridors,sector 67a,1.6,9265.0,3,3,2,3.0,New Property,1346.0,0,0,1,0,0,1,142,575.6666666666666
flat,m3m the tree of life,sector 111,2.35,14551.0,3,3,3+,5.0,Under Construction,1615.0,0,0,0,0,0,0,0,538.3333333333334
flat,ats tourmaline,sector 109,1.45,6744.0,3,4,3+,4.0,Relatively New,1797.0,0,1,0,0,0,0,71,716.6666666666666
house,independent,sector 4,2.35,16319.0,4,4,2,2.0,Old Property,1440.0,0,0,0,1,0,0,43,360.0
flat,smart world gems,sector 89,1.2,8433.0,3,3,2,3.0,New Property,1423.0,1,0,0,0,1,0,37,474.3333333333333
house,independent,sector 45,16.0,35003.0,6,7,3+,3.0,Relatively New,4500.0,1,1,1,1,0,1,105,761.8333333333334
flat,laxmi pareena,sector 99,0.3,6667.0,2,1,0,12.0,New Property,500.0,0,0,0,0,0,0,0,225.0
flat,vatika lifestyle homes,sector 83,1.3,4545.0,3,3,1,6.0,Relatively New,2588.0,0,0,0,0,0,1,79,953.3333333333334
flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,2,2,2,9.0,New Property,733.0,0,0,0,0,0,0,60,450.0
flat,earth copia,sector 112,0.7,4673.0,2,2,2,4.0,Relatively New,1498.0,0,0,0,0,0,0,65,749.0
house,independent,sector 3,0.55,7333.0,1,1,0,1.0,Moderately Old,750.0,0,0,0,0,0,0,0,750.0
house,independent,sector 7,2.0,13889.0,2,2,2,2.0,Old Property,1440.0,0,0,0,0,0,0,22,720.0
flat,palam vihar extension west zone rwa,sector 2,0.2,4000.0,1,1,1,1.0,Moderately Old,556.0,0,0,0,0,1,0,0,500.0
house,international city by sobha phase 1,sector 109,6.0,9634.0,4,5,3,2.0,Moderately Old,6228.0,0,0,0,0,0,0,76,1557.0
flat,orris carnation residency,sector 85,0.88,5954.0,3,3,1,1.0,Relatively New,1344.0,0,0,0,0,0,0,65,492.6666666666667
flat,emaar gurgaon greens,sector 102,1.4,13685.0,3,3,3,7.0,Relatively New,1315.0,0,1,0,0,0,0,67,341.0
flat,sobha city,sector 108,3.35,13267.0,3,4,2,19.0,New Property,2525.0,0,0,0,0,0,0,102,841.6666666666666
flat,shapoorji pallonji joyville gurugram,sector 102,1.76,10227.0,3,3,3,1.0,Relatively New,1531.0,0,0,0,0,0,0,100,573.6666666666666
flat,raheja vanya,sector 99,0.85,6789.0,2,2,2,3.0,New Property,1133.0,0,0,0,0,0,0,43,626.0
flat,not applicable,sector 4,0.42,5600.0,2,2,1,3.0,Relatively New,833.0,0,0,0,0,0,1,26,375.0
house,independent,sector 7,1.55,13889.0,2,2,2,1.0,Moderately Old,1080.0,0,0,0,0,0,1,52,558.0
flat,ansal heights 86,sector 86,0.78,5735.0,2,2,1,8.0,New Property,1231.0,0,0,0,0,0,0,67,680.0
flat,ashiana anmol,sector 33,1.1,8627.0,2,2,2,4.0,Under Construction,1275.0,0,0,0,0,0,0,0,637.5
flat,tulip violet,sector 69,1.42,8999.0,3,3,2,8.0,Relatively New,1428.0,0,0,0,1,0,1,94,526.0
flat,raheja vedaanta,sector 108,0.7,4651.0,2,2,2,12.0,Moderately Old,1362.0,0,0,0,0,0,0,72,752.5
flat,navjyoti apartment,sector 38,2.1,11939.0,4,4,3+,10.0,Old Property,1954.0,0,0,0,0,0,2,22,439.75
house,unitech espace,sector 50,7.5,34722.0,3,3,2,2.0,Moderately Old,2160.0,0,1,0,0,0,1,66,720.0
flat,sare homes,sector 92,0.95,4750.0,4,3,2,17.0,New Property,1983.0,0,0,0,0,0,0,7,500.0
flat,jmd gardens,sector 33,3.25,7509.0,4,4,3+,17.0,Old Property,4809.0,0,1,0,0,0,1,130,1082.0
flat,sukhshanti apartment,sector 56,1.7,7727.0,3,3,3,4.0,Moderately Old,2200.0,1,0,0,0,0,0,49,733.3333333333334
flat,godrej oasis,sector 88a,1.19,10162.0,2,2,3,15.0,Relatively New,1387.0,1,0,0,1,0,1,174,585.5
house,independent,sector 23,1.2,6231.0,3,2,2,3.0,New Property,1500.0,0,0,0,0,0,1,79,642.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.0,2,2,2,11.0,New Property,1166.0,0,0,0,0,0,1,49,674.5
flat,bestech park view city,sector 48,1.76,9910.0,3,3,3+,9.0,Moderately Old,1576.0,0,1,0,1,0,1,158,592.0
flat,microtek greenburg,sector 86,1.45,9797.0,3,2,3,8.0,Relatively New,1480.0,0,0,0,0,0,2,72,493.3333333333333
flat,tulip violet,sector 69,1.4,8855.0,3,3,2,9.0,Relatively New,1428.0,0,0,0,1,0,0,120,527.0
flat,pioneer urban presidia,sector 62,7.15,16486.0,4,5,3+,7.0,Relatively New,3925.0,1,1,1,0,0,1,158,1084.25
flat,bestech park view spa next,sector 67,2.72,11574.0,4,4,3+,0.0,Relatively New,2250.0,0,1,0,1,0,1,128,587.5
flat,signature global orchard avenue,sector 93,0.4,7353.0,2,2,2,11.0,New Property,604.0,0,0,0,0,0,0,37,272.0
flat,capital residences 360,sector 70a,1.1,7586.0,2,2,3+,8.0,New Property,1312.0,0,0,0,0,0,0,60,725.0
flat,aipl zen residences,sector 70a,1.34,10276.0,2,2,3+,17.0,New Property,1180.0,0,0,0,0,0,1,110,652.0
flat,eldeco accolade,sohna road,0.95,6177.0,2,2,3+,8.0,Under Construction,1050.0,1,0,0,0,1,0,72,769.0
house,vipul tatvam villa,sector 48,19.5,22222.0,5,6,3,2.0,Moderately Old,8775.0,1,1,1,1,0,1,110,1755.0
flat,experion windchants,sector 112,5.6,11530.0,4,6,3+,15.0,Moderately Old,3662.34,0,1,0,0,0,1,157,1214.25
flat,tarc maceo,sector 91,0.96,5411.0,2,2,3+,8.0,Moderately Old,1271.0,0,0,0,0,0,0,85,887.0
flat,dlf the ultima,sector 81,2.34,11185.0,3,4,3+,14.0,Relatively New,1760.0,0,1,0,0,0,2,174,697.3333333333334
flat,bhawna cghs,sector 43,3.25,10156.0,4,4,3+,12.0,Moderately Old,3115.0,0,0,0,1,0,1,119,800.0
flat,emaar mgf palm hills,sector 77,1.25,8621.0,3,4,3,3.0,Relatively New,1310.0,1,1,0,0,0,0,49,483.3333333333333
flat,smart world orchard,sector 61,1.47,12250.0,2,2,2,2.0,Under Construction,1333.0,1,0,0,0,0,0,76,600.0
house,independent,sector 36,0.75,6938.0,3,1,0,1.0,New Property,1081.0,0,0,0,0,0,0,0,360.3333333333333
house,independent,sector 28,10.5,32407.0,5,6,3+,3.0,New Property,3240.0,1,1,0,1,0,1,153,648.0
flat,bestech park view residency,sector 2,0.98,6262.0,2,2,3,14.0,Moderately Old,1416.0,1,0,0,0,0,0,92,782.5
flat,tulip violet,sector 69,1.66,10134.0,3,3,2,0.0,Relatively New,1482.0,0,0,0,0,0,0,157,546.0
flat,smriti apartment,sector 56,0.52,10656.0,1,1,1,1.0,Old Property,475.0,0,0,0,0,0,0,34,488.0
flat,eldeco accolade,sohna road,0.66,5181.0,2,2,3,12.0,Relatively New,978.0,0,0,0,1,0,0,49,637.0
house,independent,sector 12,0.7,4118.0,4,4,1,2.0,Moderately Old,1700.0,0,0,0,0,0,0,0,425.0
house,ansals palam vihar,sector 2,9.0,19231.0,5,5,2,2.0,Old Property,4680.0,1,1,1,1,0,2,110,936.0
flat,ss the leaf,sector 85,1.2,10453.0,2,2,3+,2.0,Relatively New,1380.0,0,0,1,0,0,0,156,574.0
flat,avl 36 gurgaon,sector 36,0.36,9000.0,1,1,1,7.0,Relatively New,407.0,0,0,0,0,0,0,95,400.0
house,independent,sector 5,3.5,15556.0,6,5,2,3.0,Old Property,2250.0,1,1,0,1,1,2,155,375.0
flat,bestech park view spa next,sector 67,2.35,12145.0,3,4,3+,14.0,Moderately Old,1751.0,0,1,0,0,0,1,156,645.0
flat,capital residences 360,sector 70a,1.51,7642.0,3,3,3,7.0,Relatively New,1788.0,0,1,0,0,0,0,49,658.6666666666666
flat,vatika gurgaon,sector 83,0.85,8947.0,2,2,2,18.0,Moderately Old,1100.0,0,0,0,1,0,1,119,475.0
flat,godrej air,sector 85,1.05,10606.0,2,2,1,15.0,Under Construction,97.0,0,0,0,0,0,0,45,495.0
flat,spaze privy,sector 72,1.9,9620.0,3,3,3,10.0,Moderately Old,1787.0,0,1,0,0,0,1,31,658.3333333333334
house,nul,sector 25,6.25,34722.0,5,5,3,2.0,Moderately Old,1800.0,0,1,0,1,0,1,112,360.0
flat,m3m soulitude,sector 89,1.32,16923.0,3,3,3,1.0,Under Construction,867.0,0,0,0,0,0,0,45,260.0
flat,paras dews,sector 106,0.88,6354.0,2,2,3+,1.0,Relatively New,940.0,0,0,0,0,0,0,49,692.5
flat,bptp park generations,sector 37d,1.5,9868.0,3,2,3+,17.0,Relatively New,1376.0,0,0,0,0,0,0,42,506.6666666666667
flat,ats kocoon,sector 109,1.75,10029.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,1,0,1,49,581.6666666666666
flat,imperia the esfera,sector 37,0.9,6272.0,3,3,3,9.0,Relatively New,1435.0,0,0,0,0,0,0,66,478.3333333333333
flat,m3m merlin,sector 67,3.0,14656.0,3,3,3+,4.0,Relatively New,2047.0,0,0,1,0,0,1,174,682.3333333333334
flat,gls arawali homes,sohna road,0.28,4308.0,2,2,2,12.0,New Property,588.0,0,0,0,0,0,0,0,325.0
flat,signature global park,sohna road,0.56,6813.0,2,2,3,3.0,New Property,913.0,0,0,0,0,0,0,111,411.0
house,independent,sector 12,3.71,19818.0,3,3,1,4.0,Moderately Old,1872.0,0,0,0,1,0,0,0,624.0
flat,la vida by tata housing,sector 113,2.85,12855.0,3,3,3+,10.0,New Property,2006.0,0,1,0,0,0,0,72,739.0
flat,corona optus,sector 37,1.25,8929.0,3,3,3,2.0,Relatively New,1563.0,1,0,0,0,0,0,49,466.6666666666667
flat,ats triumph,sector 104,2.0,8734.0,3,4,3+,4.0,Relatively New,2072.0,0,1,0,0,0,0,60,763.3333333333334
flat,signature global solera,sector 107,0.35,6494.0,2,2,2,8.0,Relatively New,608.0,0,0,0,0,0,0,45,269.5
flat,ats kocoon,sector 109,2.15,10263.0,3,4,3,9.0,Relatively New,1896.0,0,1,0,0,0,0,97,698.3333333333334
flat,emaar mgf palm hills,sector 77,1.64,8410.0,4,3,3,9.0,Relatively New,1765.0,0,1,0,0,0,0,102,487.5
