property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_to_room_ratio
flat,dlf regal gardens,sector 90,1.75,7901.0,4,4,3+,3.0,Relatively New,2005.0,0,0,0,0,1,0,6,553.75
flat,m3m woodshire,sector 107,0.8,5857.0,2,2,3+,7.0,Relatively New,1236.0,0,0,0,0,0,1,165,683.0
house,independent,sector 43,3.35,26973.0,1,1,0,1.0,Old Property,1242.0,0,0,0,0,0,0,9,1242.0
house,palam vihar extension west zone rwa,sector 2,0.35,6481.0,2,2,0,1.0,New Property,600.0,0,0,0,0,0,0,0,270.0
house,independent,sector 24,1.45,2984.0,3,3,1,2.0,Old Property,540.0,0,0,0,0,0,0,9,1620.0
flat,tulip yellow,sector 69,1.8,10563.0,3,3,3,14.0,Under Construction,1893.0,0,0,0,0,0,0,49,568.0
flat,bestech park view grand spa,sector 81,4.0,9524.0,4,5,3+,15.0,Relatively New,3801.0,0,1,0,0,0,1,127,1050.0
house,independent,sector 4,2.3,17012.0,4,4,3,2.0,Old Property,160.0,0,0,0,0,0,1,15,338.0
flat,dlf the grove,sector 43,6.0,25000.0,4,4,2,1.0,Under Construction,2667.0,0,1,0,0,0,1,49,600.0
flat,ss the leaf,sector 85,1.91,5026.0,4,6,3,6.0,Relatively New,3890.0,0,1,0,0,0,0,174,950.0
flat,ss the leaf,sector 85,1.2,7317.0,2,2,3,12.0,Relatively New,1484.0,0,0,0,0,0,1,157,820.0
flat,emaar mgf emerald estate,sector 65,1.75,12545.0,3,3,3,10.0,Relatively New,1081.0,0,1,0,0,0,1,124,465.0
flat,green court,sector 90,0.47,6812.0,2,2,1,0.0,New Property,767.0,0,0,0,0,0,0,49,345.0
flat,experion windchants,sector 112,3.29,11742.0,3,3,3+,2.0,Relatively New,2225.56,0,1,0,0,0,1,152,934.0
flat,maa bhagwati residency,sector 7,0.45,5000.0,2,2,1,4.0,Relatively New,1000.0,0,0,0,0,0,0,28,450.0
flat,apex our homes,sector 37,0.35,3784.0,2,2,1,7.0,Relatively New,850.0,0,0,0,0,0,1,158,462.5
flat,dlf city plots phase 3,sector 24,6.5,18571.0,4,5,3+,3.0,New Property,3889.0,0,1,0,0,0,2,42,875.0
flat,ss the leaf,sector 85,1.07,6524.0,2,2,3,21.0,Relatively New,1484.0,0,0,0,1,0,0,67,820.0
flat,trisara our homes 3,sohna road,0.21,4339.0,1,1,0,2.0,Relatively New,484.0,0,0,0,0,0,0,0,484.0
flat,experion the heartsong,sector 108,1.3,8344.0,3,3,3+,7.0,Relatively New,1661.0,1,0,0,0,0,0,150,519.3333333333334
flat,vatika the seven lamps,sector 82,1.37,8754.0,3,3,3,11.0,Relatively New,2000.0,1,1,0,1,0,1,145,521.6666666666666
house,vatika india next,sector 82,6.5,20062.0,4,3,0,2.0,Relatively New,3240.0,0,0,0,0,0,0,0,810.0
flat,gls avenue 51,sector 92,0.42,7107.0,2,2,1,4.0,Relatively New,657.0,1,0,0,1,0,1,42,295.5
flat,dlf regal gardens,sector 90,1.3,7151.0,3,3,3+,7.0,Relatively New,1700.0,0,0,0,0,0,0,141,606.0
flat,ansal api esencia,sector 67,1.0,6435.0,3,3,3+,2.0,Moderately Old,1406.0,0,0,0,0,0,0,9,518.0
flat,signature global city 63a,sector 63a,1.55,14776.0,2,2,2,2.0,Under Construction,1167.0,0,0,0,0,0,0,0,524.5
flat,emaar imperial gardens,sector 102,1.7,8395.0,3,4,3+,8.0,Relatively New,1750.0,0,1,0,1,0,1,174,675.0
flat,ss the leaf,sector 85,2.03,7229.0,4,4,3+,3.0,Relatively New,2225.0,0,0,0,0,1,0,49,702.0
flat,orris carnation residency,sector 85,1.1,6687.0,3,4,3,6.0,Moderately Old,1467.0,0,1,0,0,0,2,65,548.3333333333334
flat,pareena laxmi apartments,sector 99,0.32,5787.0,2,2,2,11.0,New Property,502.0,0,0,0,0,0,0,66,276.5
flat,ambience creacions,sector 22,1.99,14420.0,2,2,2,9.0,New Property,1285.0,1,1,0,1,0,0,20,690.0
flat,afnhb jalvayu vihar,sector 30,1.45,11154.0,3,2,2,2.0,Old Property,1300.0,0,0,0,0,0,2,75,433.3333333333333
flat,emaar gurgaon greens,sector 102,1.4,8485.0,3,3,3,4.0,Relatively New,1493.0,0,1,0,0,0,1,83,550.0
flat,ss the leaf,sector 85,2.0,6579.0,4,5,3+,1.0,Relatively New,2545.0,0,1,1,0,0,0,106,760.0
flat,satya the hermitage,sector 103,1.12,5625.0,3,4,3+,9.0,New Property,1734.0,0,1,0,0,0,0,49,663.6666666666666
house,independent,sector 43,5.5,19298.0,8,7,3+,3.0,Moderately Old,2850.0,1,1,0,1,1,1,123,356.25
house,dlf city plots phase 2,sector 25,7.5,31686.0,9,9,3+,4.0,Relatively New,2300.5,1,1,0,1,0,1,160,263.0
flat,adani aangan arcade,sector 88a,0.45,7200.0,2,2,1,3.0,New Property,694.0,0,0,0,0,0,0,14,312.5
flat,vipul belmonte,sector 53,6.0,24490.0,3,4,3+,6.0,Moderately Old,2217.0,0,1,0,0,1,1,26,816.6666666666666
flat,signature global solera,sector 107,0.28,5726.0,2,2,2,10.0,Relatively New,543.0,0,0,0,0,0,0,38,244.5
flat,emaar gurgaon greens,sector 102,1.5,9091.0,3,3,3,7.0,Relatively New,1315.0,0,0,0,1,0,1,174,550.0
flat,raheja revanta,sector 78,0.99,6100.0,2,2,3,14.0,Under Construction,1467.0,0,0,0,0,1,0,39,811.5
house,independent,sector 26,15.0,33201.0,5,6,3+,3.0,Moderately Old,4518.0,1,1,1,1,0,1,78,903.6
flat,suposhaa smartworld orchard,sector 61,2.25,14526.0,3,3,2,3.0,Under Construction,1721.0,0,0,0,0,0,0,0,516.3333333333334
flat,ramsons kshitij,sector 95,0.3,3158.0,2,2,1,11.0,New Property,950.0,0,0,0,0,0,0,0,475.0
flat,chd avenue,sector 71,0.82,7081.0,2,2,2,6.0,Moderately Old,1086.0,0,0,0,0,0,0,0,579.0
flat,satya element one,sector 49,0.87,19333.0,1,1,1,2.0,Relatively New,500.0,0,0,0,0,0,0,22,450.0
house,unitech uniworld resorts,sector 33,9.5,23336.0,5,7,3+,2.0,Under Construction,4071.0,1,1,1,1,0,0,57,814.2
flat,rof ananda,sector 95,0.2,5464.0,1,1,1,10.0,Relatively New,407.0,0,0,0,0,0,0,82,366.0
flat,experion windchants,sector 112,5.2,10726.0,4,6,3+,15.0,Relatively New,3655.35,0,1,0,1,0,1,174,1212.0
flat,eldeco accolade,sohna road,0.72,5737.0,2,2,3,8.0,Relatively New,1404.0,0,0,0,0,0,0,153,627.5
flat,signature andour heights,sector 71,0.59,8429.0,2,2,1,6.0,Moderately Old,639.0,0,0,0,0,0,0,67,350.0
flat,bestech park view residency,sector 2,0.56,8629.0,1,2,2,7.0,Moderately Old,723.0,0,0,0,0,0,0,92,649.0
flat,the lions cghs,sector 56,2.0,8333.0,4,4,3,8.0,Relatively New,2253.0,0,0,0,0,1,1,49,600.0
flat,kashish manor one,sector 111,1.65,7097.0,3,4,3+,14.0,Under Construction,2104.0,0,1,0,0,1,0,8,775.0
flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4707.0,2,2,1,0.0,Relatively New,944.0,0,0,0,0,0,0,46,478.0
house,vipul world,sector 48,3.35,5583.0,6,5,3+,3.0,Moderately Old,6000.0,0,0,0,0,0,0,53,1000.0
house,independent,sector 3,0.37,7923.0,1,1,1,1.0,Relatively New,480.0,0,0,0,0,0,0,0,467.0
flat,sobha city,sector 108,2.6,15196.0,3,3,2,8.0,Relatively New,1711.0,0,0,0,0,0,0,99,570.3333333333334
flat,maruti vihar colony,sector 28,0.95,8887.0,2,1,1,1.0,Old Property,1188.0,0,0,0,0,0,0,59,534.5
flat,unitech sunbreeze,sector 69,0.75,6849.0,2,2,2,4.0,Under Construction,991.0,0,0,0,0,0,0,0,547.5
flat,godrej summit,sector 104,1.1,8668.0,2,2,3,16.0,Under Construction,1148.0,0,0,0,0,1,0,88,634.5
house,vatika the seven lamps,sector 82,1.6,6598.0,4,4,3+,16.0,Moderately Old,2425.0,0,1,0,0,0,0,94,606.25
house,independent,sector 17,8.5,18814.0,4,4,2,2.0,Old Property,4518.0,1,1,0,1,0,1,21,1129.5
flat,godrej nature plus,sector 33,1.75,8768.0,3,3,0,2.0,Under Construction,1996.0,0,0,0,0,0,0,56,665.3333333333334
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9874.0,2,2,2,0.0,Relatively New,1100.0,0,0,0,0,0,0,79,633.0
flat,godrej,sector 79,1.35,8970.0,3,3,2,7.0,Relatively New,1362.0,0,0,0,0,0,0,118,501.6666666666667
flat,m3m woodshire,sector 107,1.21,6227.0,3,3,3,7.0,Moderately Old,1713.0,0,0,0,0,0,1,126,647.6666666666666
flat,pareena coban residences,sector 99,1.08,6626.0,3,5,3,2.0,Relatively New,1750.0,0,1,0,0,1,0,49,543.3333333333334
flat,eldeco accolade,sohna road,0.72,4976.0,2,2,3+,12.0,Relatively New,1131.0,1,0,0,0,0,0,152,723.5
flat,imperia the esfera,sector 37,0.99,5455.0,3,4,3,9.0,Relatively New,1660.0,0,1,0,0,0,0,49,605.0
flat,bestech park view city,sector 48,4.25,9335.0,4,5,3+,14.0,Moderately Old,4120.0,1,0,0,0,0,1,81,1138.25
flat,godrej,sector 79,1.18,8532.0,2,2,3,7.0,Relatively New,1252.0,0,0,0,0,0,0,158,691.5
flat,vipul lavanya,sector 81,1.28,7175.0,3,3,3,1.0,Moderately Old,1982.0,0,1,0,1,0,1,49,594.6666666666666
flat,pareena mi casa,sector 68,1.1,8835.0,2,2,3,11.0,New Property,1127.0,0,0,0,0,0,0,95,622.5
flat,dlf wellington estate,sector 43,2.09,14615.0,3,3,2,11.0,Old Property,1294.0,0,0,0,0,0,1,79,476.6666666666667
flat,silverglades the melia,sohna road,0.78,5778.0,2,2,3,9.0,Under Construction,1222.0,1,0,0,0,0,0,72,675.0
flat,tulip violet,sector 69,1.32,8413.0,3,3,1,12.0,Relatively New,1419.0,0,0,0,1,0,0,86,523.0
flat,dlf belvedere towers,sector 25,3.4,13765.0,4,4,3,1.0,Old Property,2744.0,0,1,0,0,0,0,26,617.5
flat,imperia the esfera,sector 37,0.99,5500.0,3,3,1,10.0,New Property,1643.0,0,1,0,0,0,0,49,600.0
flat,orchid petals,sector 49,4.21,11836.0,5,6,3+,14.0,Relatively New,3219.0,0,1,0,1,0,0,35,711.4
house,independent,sector 26,18.0,39841.0,5,4,3+,4.0,Moderately Old,4518.0,1,1,1,1,0,1,113,903.6
flat,pareena mi casa,sector 68,1.1,9016.0,2,2,3,13.0,New Property,1244.0,0,0,0,0,0,0,106,610.0
house,independent,sector 50,12.5,40611.0,6,5,3,4.0,Moderately Old,3078.0,1,1,0,1,0,1,23,513.0
flat,mapsko paradise,sector 83,0.75,5597.0,3,3,3,10.0,New Property,1162.0,0,0,0,0,1,1,49,446.6666666666667
flat,experion windchants,sector 112,6.5,10417.0,4,5,3,11.0,Relatively New,4800.0,0,0,0,0,0,0,55,1560.0
flat,dlf the primus,sector 82a,2.25,10714.0,3,3,3+,29.0,Relatively New,2333.0,0,1,0,0,0,2,72,700.0
flat,conscient heritage max,sector 102,2.2,10237.0,3,4,3+,9.0,Moderately Old,1945.0,1,1,0,0,0,0,125,716.3333333333334
house,independent,sector 26,8.9,32963.0,4,4,3+,2.0,Old Property,2700.0,1,1,1,1,0,0,82,675.0
flat,emaar palm gardens,sector 83,1.8,9474.0,3,4,0,9.0,Relatively New,1900.0,0,0,0,0,0,0,55,633.3333333333334
flat,kiran residency,sector 56,1.55,6889.0,3,3,3+,5.0,Moderately Old,1900.0,0,1,0,1,0,1,92,750.0
flat,signature global park,sohna road,0.65,7908.0,2,1,2,3.0,New Property,913.0,0,0,0,0,0,0,87,411.0
flat,dlf regal gardens,sector 90,1.24,7066.0,3,3,3+,9.0,Relatively New,1600.0,0,0,0,0,1,0,72,585.0
flat,pareena mi casa,sector 68,1.0,8163.0,2,2,2,16.0,New Property,1361.0,0,1,0,0,0,0,65,612.5
flat,supertech hues,sector 68,0.93,8611.0,2,2,2,11.0,New Property,1200.0,0,0,0,0,0,0,0,540.0
flat,citizen apartment,sector 51,3.55,6826.0,5,6,3+,11.0,Moderately Old,5200.0,1,1,1,1,0,1,157,1040.2
flat,godrej summit,sector 104,1.3,7893.0,3,3,3,8.0,New Property,1490.0,0,0,0,0,1,0,103,549.0
flat,indiabulls enigma,sector 110,3.7,10882.0,4,5,3,7.0,Relatively New,3077.0,0,1,0,0,0,0,156,850.0
house,vipul tatvam villa,sector 48,5.75,22184.0,4,4,2,2.0,Moderately Old,2592.0,0,1,0,0,0,0,30,648.0
flat,krrish provence estate,gwal pahari,7.5,7500.0,5,6,3+,23.0,Relatively New,9050.0,0,1,0,1,1,0,49,2000.0
flat,godrej summit,sector 104,1.05,5833.0,3,4,3+,7.0,Relatively New,2000.0,0,1,0,0,0,1,96,600.0
house,adani brahma samsara,sector 60,18.02,28200.0,9,12,3+,3.0,Relatively New,6390.0,0,1,0,0,0,1,146,710.0
flat,emaar mgf palm studios,sector 66,1.45,14796.0,2,2,3,3.0,Relatively New,1082.0,0,0,0,0,0,0,92,490.0
flat,emaar palm gardens,sector 83,1.75,9211.0,3,3,3,6.0,Relatively New,1549.0,0,1,0,0,0,1,105,633.3333333333334
house,independent,sector 31,3.5,24155.0,4,3,3,2.0,Moderately Old,1449.0,0,0,1,0,0,1,81,362.25
flat,signature global grand iva,sector 103,0.5,6667.0,2,2,0,10.0,Relatively New,750.0,0,0,0,0,0,0,0,375.0
flat,indiabulls centrum park,sector 103,1.34,7882.0,3,3,3+,12.0,Relatively New,1725.0,1,1,1,1,0,1,38,566.6666666666666
house,international city by sobha phase 1,sector 109,6.15,27333.0,5,5,3+,3.0,Relatively New,2250.0,0,1,1,1,0,1,130,450.0
flat,bestech park view sanskruti,sector 92,1.5,7812.0,3,3,3,3.0,Relatively New,1738.0,0,0,0,0,1,0,49,640.0
flat,hcbs sports ville,sohna road,0.29,3973.0,2,2,1,4.0,Relatively New,743.0,0,0,0,0,0,0,0,365.0
flat,ireo victory valley,sector 67,4.75,13930.0,4,4,3+,0.0,Relatively New,3200.0,1,1,1,1,0,1,165,852.5
flat,tulip violet,sector 69,1.7,8458.0,4,4,2,1.0,Relatively New,1819.0,0,0,0,0,0,0,126,502.5
house,unitech uniworld resorts,sector 33,10.0,20202.0,5,6,3,4.0,New Property,4950.0,1,1,0,0,0,0,26,990.0
flat,prime habitat,sector 99,0.32,4658.0,2,2,1,7.0,Relatively New,601.0,0,0,0,0,0,0,44,343.5
flat,vatika lifestyle homes,sector 83,1.05,5983.0,3,3,2,14.0,Relatively New,1588.0,1,1,1,1,0,1,174,585.0
flat,gls avenue 51,sector 92,0.45,7614.0,2,2,1,10.0,New Property,646.0,1,0,0,0,0,1,20,295.5
flat,parsvnath exotica,sector 53,4.8,14679.0,3,4,3+,12.0,New Property,2895.0,0,0,0,0,0,0,69,1090.0
house,emaar mgf marbella,sector 66,12.0,37037.0,4,4,3+,3.0,Relatively New,3240.0,1,1,1,1,0,1,160,810.0
flat,mapsko casa bella,sector 82,0.86,8121.0,3,3,3,5.0,Moderately Old,1234.0,1,0,0,0,0,1,120,353.0
flat,rof ananda,sector 95,0.36,5660.0,2,2,2,10.0,New Property,717.0,1,0,0,0,0,0,75,318.0
house,independent,sector 23,2.9,11600.0,4,4,3,2.0,Relatively New,2500.0,0,1,0,0,0,1,43,625.0
flat,la lagune,sector 54,6.75,21361.0,4,6,3+,11.0,Moderately Old,2455.0,0,1,0,0,0,1,119,790.0
flat,ramsons kshitij,sector 95,0.32,4501.0,2,2,1,8.0,Relatively New,563.0,0,0,0,0,1,2,28,355.5
house,independent,sector 40,5.0,21124.0,9,9,3+,3.0,Relatively New,2367.0,0,0,0,1,0,1,66,263.0
flat,conscient heritage max,sector 102,2.2,10237.0,3,4,3+,20.0,Relatively New,1186.0,1,1,0,0,0,1,45,716.3333333333334
flat,vatika city,sector 49,3.6,11921.0,4,5,3,7.0,Moderately Old,3356.0,0,1,0,1,0,2,15,755.0
house,signature global city 63a,sector 63,1.5,6289.0,3,3,2,1.0,New Property,2385.0,0,0,0,0,0,0,0,795.0
flat,dlf regal gardens,sector 90,1.79,8081.0,4,3,3+,10.0,Moderately Old,2461.0,0,0,0,0,0,0,63,553.75
flat,m3m soulitude,sector 89,1.28,8828.0,3,3,2,4.0,Under Construction,1611.0,1,0,0,0,0,0,114,483.3333333333333
house,independent,sector 46,2.4,2963.0,4,4,3,3.0,Moderately Old,900.0,0,0,1,0,0,1,44,2025.0
flat,ashiana anmol,sohna road,0.9,7059.0,2,2,2,8.0,Relatively New,1275.0,0,0,0,0,0,0,0,637.5
house,independent,sector 7,0.95,21111.0,2,1,1,3.0,New Property,450.0,0,0,0,0,0,0,15,225.0
flat,vatika city,sector 49,2.64,11723.0,3,4,3+,2.0,Moderately Old,2252.0,0,1,0,1,0,1,140,750.6666666666666
house,independent,sector 39,15.0,33333.0,5,5,3+,4.0,Moderately Old,4500.0,0,1,0,0,0,1,27,900.0
house,independent,sector 26,8.1,35294.0,5,5,2,4.0,Old Property,2295.0,0,0,0,0,0,0,42,459.0
flat,shree vardhman victoria,sector 70,1.75,8204.0,3,5,3,7.0,New Property,1527.0,0,1,0,1,0,0,37,711.0
house,unitech nirvana birch court,sector 50,6.8,31481.0,4,4,3+,2.0,Old Property,2160.0,1,1,0,1,0,0,105,540.0
flat,ansal housing highland park,sector 103,0.88,6428.0,2,2,3,3.0,New Property,1232.0,0,0,0,0,0,0,52,684.5
flat,tulip violet,sector 69,1.68,8350.0,4,4,2,1.0,Relatively New,1819.0,0,0,0,1,0,0,102,503.0
flat,sare homes,sector 92,0.56,4730.0,3,1,3,1.0,Moderately Old,1316.0,0,0,0,0,0,1,75,394.6666666666667
house,independent,sector 14,4.6,20444.0,1,1,0,1.0,Old Property,2250.0,0,0,0,0,0,0,0,2250.0
flat,tulip violet,sector 69,1.19,8815.0,2,3,1,0.0,Relatively New,1500.0,1,0,0,0,0,1,174,675.0
house,independent,sector 105,0.35,7778.0,2,2,1,2.0,Moderately Old,556.0,0,0,0,0,0,0,0,225.0
house,dlf city plots,sector 26,13.5,29880.0,5,5,2,2.0,Moderately Old,4518.0,1,1,0,0,1,1,104,903.6
flat,conscient heritage max,sector 102,1.75,9011.0,3,4,3+,13.0,Relatively New,1757.0,0,1,0,0,0,1,94,647.3333333333334
flat,m3m capital,sector 113,2.51,14800.0,3,3,3+,2.0,Under Construction,1696.0,1,0,0,0,0,0,49,565.3333333333334
house,unitech uniworld resorts,sector 33,11.75,23240.0,5,7,3+,3.0,Relatively New,5056.0,0,1,0,0,0,0,80,1011.2
flat,vatika lifestyle homes,sector 83,1.15,8214.0,3,3,1,7.0,Moderately Old,1607.0,0,0,0,0,0,1,95,466.6666666666667
flat,signature global synera,sector 81,0.45,7525.0,2,2,2,6.0,Relatively New,664.0,0,0,1,0,0,1,39,299.0
flat,experion the heartsong,sector 108,2.28,8204.0,4,5,3+,8.0,Relatively New,2515.0,0,0,0,0,0,0,101,694.75
house,the laburnum,sector 43,11.0,27160.0,5,6,3+,3.0,New Property,4050.0,0,1,0,1,0,1,160,810.0
house,independent,sector 27,4.25,31481.0,5,5,3+,3.0,Relatively New,1350.0,0,1,0,1,0,1,49,270.0
house,independent,sector 26,4.6,12198.0,4,4,3+,2.0,Old Property,3771.0,0,0,0,0,0,0,28,942.75
flat,bestech park view ananda,sector 81,0.87,7952.0,2,2,3,8.0,Relatively New,1300.0,0,0,0,0,0,1,95,547.0
flat,godrej nature plus,sector 33,1.9,9850.0,3,3,3+,14.0,New Property,2143.0,0,1,0,0,0,0,96,643.0
flat,saan verdante,sector 95,2.0,10178.0,3,4,3+,5.0,New Property,1964.0,0,1,0,0,0,0,49,655.0
flat,tulip violet,sector 69,1.4,8838.0,3,3,2,1.0,Relatively New,1428.0,0,0,0,0,0,0,95,528.0
house,unitech espace,sector 50,7.35,41761.0,4,4,3+,3.0,Moderately Old,1760.0,0,1,0,1,0,1,52,440.0
flat,dlf the ultima,sector 81,2.4,11257.0,3,3,2,10.0,Relatively New,1800.0,0,1,0,0,0,2,174,710.6666666666666
flat,capital residences 360,sector 70a,1.66,8401.0,3,3,3+,8.0,New Property,1900.0,0,1,0,0,0,0,132,658.6666666666666
flat,vatika boulevard residences and heights,sector 83,1.42,8000.0,3,3,2,2.0,Relatively New,1972.0,0,0,0,0,0,1,113,591.6666666666666
flat,ansal heights 86,sector 86,0.74,5441.0,2,2,1,11.0,Under Construction,1231.0,0,0,0,0,1,0,45,680.0
flat,m3m skycity,sector 65,3.5,17040.0,3,3,3,15.0,New Property,2282.0,1,1,0,1,0,1,166,684.6666666666666
flat,krishna appartment,sector 12,0.35,3500.0,3,3,1,2.0,Old Property,905.0,0,0,0,0,0,0,0,333.3333333333333
flat,raheja vedaanta,sector 108,0.95,5214.0,3,3,3,3.0,Relatively New,1649.0,0,0,0,0,1,0,95,607.3333333333334
flat,suncity platinum towers,sector 28,7.0,22222.0,4,3,2,10.0,Moderately Old,2488.0,0,1,0,0,0,0,31,787.5
flat,umang winter hills,sector 77,0.99,7857.0,2,2,2,1.0,Relatively New,1126.0,0,0,0,0,0,0,97,630.0
flat,parsvnath green ville,sector 48,1.86,7654.0,3,3,3+,6.0,Moderately Old,2199.0,0,1,0,0,0,1,94,810.0
flat,alpha corp gurgaonone,sector 84,2.2,6407.0,4,4,3+,15.0,Relatively New,3108.0,0,1,0,0,0,0,97,858.5
flat,hcbs sports ville,sohna road,0.32,4301.0,2,2,1,3.0,Relatively New,744.000768,0,0,0,0,0,0,109,372.0
house,independent,sector 43,8.49,31444.0,3,3,2,4.0,Relatively New,2700.0,0,1,0,1,0,1,21,900.0
flat,chd avenue,sector 71,1.4,7946.0,3,3,2,1.0,Moderately Old,1958.0,0,0,0,1,0,1,125,587.3333333333334
flat,supertech araville,sector 79,0.9,6950.0,2,2,0,12.0,Relatively New,1295.0,0,0,0,0,0,0,0,647.5
flat,sobha city,sector 108,2.1,13972.0,2,2,2,3.0,Under Construction,1250.0,0,0,0,0,0,0,74,751.5
flat,emaar mgf palm hills,sector 77,1.65,8462.0,4,3,3,9.0,Relatively New,1765.0,0,1,0,0,0,0,100,487.5
house,bptp visionnaire,sector 70a,4.6,17625.0,4,4,3+,3.0,Moderately Old,2610.0,1,1,1,1,0,0,96,652.5
flat,cghs airport apartment,sector 47,1.8,6000.0,4,4,3+,4.0,Moderately Old,2857.0,0,0,1,0,0,1,120,750.0
house,independent,sector 54,3.75,26042.0,4,4,3,3.0,Moderately Old,1440.0,0,1,0,0,0,1,13,360.0
flat,godrej summit premia towers,sector 104,0.9,7149.0,2,2,0,16.0,Relatively New,1259.0,0,0,0,0,0,0,0,629.5
flat,emaar mgf emerald estate,sector 65,1.42,13922.0,2,2,2,6.0,Relatively New,1010.0,1,0,0,0,0,1,174,510.0
flat,piedmont taksila heights,sector 37,1.05,4792.0,3,3,3,7.0,Relatively New,1738.0,0,0,0,0,0,1,81,730.3333333333334
flat,paras dews,sector 106,1.2,6818.0,3,4,3+,9.0,Relatively New,1186.0,0,1,0,0,0,0,174,586.6666666666666
flat,la vida by tata housing,sector 113,3.05,15561.0,3,4,3,3.0,Relatively New,2150.0,0,1,0,0,0,0,174,653.3333333333334
flat,emaar mgf the palm drive,sector 66,4.6,18400.0,3,3,3,11.0,Relatively New,2882.0,1,1,1,1,0,1,131,833.3333333333334
flat,dlf express greens,manesar,1.5,6359.0,4,5,3+,10.0,New Property,2135.0,0,1,0,0,0,0,32,589.75
house,unitech uniworld resorts,sector 33,8.0,17778.0,6,5,3+,4.0,Relatively New,4500.0,0,0,0,0,0,0,0,750.0
flat,shree vardhman victoria,sector 70,1.8,9231.0,3,3,3+,10.0,New Property,1765.0,0,0,0,0,1,1,49,650.0
house,independent,sector 14,3.4,15111.0,3,3,3,1.0,Old Property,2250.0,0,0,0,0,0,0,32,750.0
flat,ats triumph,sector 104,2.63,9564.0,4,4,3+,21.0,Relatively New,2953.0,0,1,0,0,0,1,161,687.5
flat,dlf regency park,sector 28,1.35,11989.0,2,2,2,1.0,Moderately Old,1109.0,0,0,0,0,0,0,0,563.0
flat,pioneer park,sector 61,3.6,12627.0,4,4,3,3.0,Moderately Old,2580.0,0,1,0,0,0,1,121,712.75
flat,radhakrishna society,sector 23,0.55,5000.0,2,2,1,1.0,Moderately Old,995.0,0,0,0,0,0,1,29,550.0
flat,shyamkunj ashok vihar pahse 2,sector 5,0.3,4444.0,2,2,1,1.0,Relatively New,750.0,0,0,0,0,0,0,21,337.5
flat,m3m woodshire,sector 107,1.01,7394.0,2,2,3+,11.0,New Property,1200.0,0,0,0,0,1,0,74,683.0
flat,bestech park view sanskruti,sector 92,1.9,8172.0,4,4,3+,10.0,Relatively New,1920.0,1,1,0,1,1,0,49,581.25
flat,vatika lifestyle homes,sector 83,1.25,6838.0,3,2,1,6.0,Relatively New,1654.0,1,1,1,1,0,2,174,609.3333333333334
flat,ireo skyon,sector 60,3.8,13571.0,4,5,3,15.0,Moderately Old,2791.0,0,1,0,0,0,1,145,700.0
house,independent,sector 4,1.9,8444.0,4,3,2,2.0,Moderately Old,211.0,0,0,1,1,0,1,46,562.5
flat,m3m sierra 68,sector 68,1.08,8675.0,2,2,3,1.0,Relatively New,1130.0,0,0,0,0,0,1,149,622.5
house,puri diplomatic greens,sector 111,9.0,11250.0,5,5,3+,3.0,Relatively New,8000.0,0,1,0,0,0,0,112,1600.0
house,unitech aspen greens,sector 50,12.0,37037.0,3,4,2,1.0,Moderately Old,3240.0,1,1,0,0,0,1,101,1080.0
flat,paras dews,sector 106,1.42,6030.0,4,6,3+,11.0,Relatively New,2131.0,0,1,0,0,0,0,143,588.75
house,independent,sector 38,8.0,25616.0,10,10,3+,1.0,Moderately Old,3123.0,0,0,0,0,0,0,0,312.3
flat,bestech park view spa next,sector 67,2.32,11990.0,3,4,3+,14.0,Moderately Old,1764.0,0,1,0,0,0,1,59,645.0
flat,karmyogi apartment,sector 10,2.3,6466.0,6,4,2,6.0,Moderately Old,3951.0,0,0,0,0,0,0,0,592.8333333333334
flat,signature global park,sohna road,0.91,6289.0,3,3,3,1.0,Relatively New,1599.0,0,0,0,1,0,0,165,482.3333333333333
house,dlf city plots phase 2,sector 25,10.75,29861.0,9,9,3+,3.0,Old Property,3600.0,0,1,1,1,0,0,73,400.0
flat,mvn athens,sohna road,0.21,4667.0,1,1,1,11.0,New Property,500.0,0,0,0,0,0,0,16,450.0
house,independent,sector 4,5.0,10101.0,3,3,2,1.0,Old Property,4950.0,0,0,0,0,0,0,22,1650.0
flat,the lions cghs,sector 56,2.05,8542.0,4,4,3+,8.0,Moderately Old,2667.0,0,0,0,0,0,1,49,600.0
flat,vatika gurgaon,sector 83,1.33,5565.0,4,4,3,3.0,Relatively New,2193.0,0,1,0,0,0,0,26,597.5
house,independent,sector 2,2.95,15989.0,4,4,3+,2.0,Old Property,1845.0,0,0,0,0,0,0,27,461.25
flat,ss the leaf,sector 85,1.85,7683.0,3,4,3,2.0,Relatively New,2179.0,1,1,0,0,0,1,49,802.6666666666666
flat,chd avenue,sector 71,0.95,7917.0,2,2,0,5.0,Moderately Old,1200.0,0,0,0,0,0,0,0,600.0
flat,shree vardhman victoria,sector 70,1.15,8519.0,2,2,3,8.0,Relatively New,1222.0,1,0,0,0,1,0,49,675.0
house,independent,sector 39,1.7,17989.0,2,2,3+,3.0,Moderately Old,900.0,0,1,1,0,0,0,45,472.5
